participantId,visual,trialCount,truePercentage,userAnswer,error
292jx0ix,vertical_bar,23,11,15,2.0443941193584534
292jx0ix,pie,24,92,90,1.0874628412503393
292jx0ix,pie,25,81,90,3.189824558880017
292jx0ix,horizontal_bar,26,100,95,2.357552004618084
292jx0ix,pie,27,59,60,0.16992500144231237
292jx0ix,pie,28,70,80,3.3398500028846247
292jx0ix,horizontal_bar,29,4,10,2.6147098441152083
292jx0ix,vertical_bar,30,92,90,1.0874628412503393
292jx0ix,pie,31,43,40,1.6438561897747248
292jx0ix,horizontal_bar,32,96,90,2.6147098441152083
292jx0ix,horizontal_bar,33,24,25,0.16992500144231237
292jx0ix,horizontal_bar,34,0,0,0
292jx0ix,horizontal_bar,35,15,15,0
292jx0ix,vertical_bar,36,88,85,1.6438561897747248
292jx0ix,horizontal_bar,37,8,15,2.8328900141647417
292jx0ix,vertical_bar,38,31,35,2.0443941193584534
292jx0ix,pie,39,56,65,3.189824558880017
292jx0ix,horizontal_bar,40,67,70,1.6438561897747248
292jx0ix,pie,41,98,85,3.7142455176661224
292jx0ix,horizontal_bar,42,44,45,0.16992500144231237
292jx0ix,horizontal_bar,43,35,35,0
292jx0ix,vertical_bar,44,45,45,0
292jx0ix,horizontal_bar,45,24,25,0.16992500144231237
292jx0ix,horizontal_bar,46,56,60,2.0443941193584534
292jx0ix,pie,47,10,10,0
292jx0ix,pie,48,93,100,2.8328900141647417
292jx0ix,vertical_bar,49,13,15,1.0874628412503393
292jx0ix,vertical_bar,50,67,60,2.8328900141647417
292jx0ix,pie,51,44,60,4.011227255423254
292jx0ix,vertical_bar,52,52,50,1.0874628412503393
292jx0ix,pie,53,93,90,1.6438561897747248
292jx0ix,pie,54,55,65,3.3398500028846247
292jx0ix,vertical_bar,55,83,85,1.0874628412503393
292jx0ix,vertical_bar,56,87,90,1.6438561897747248
292jx0ix,vertical_bar,57,95,95,0
292jx0ix,vertical_bar,58,41,40,0.16992500144231237
292jx0ix,vertical_bar,59,74,75,0.16992500144231237
292jx0ix,vertical_bar,60,3,5,1.0874628412503393
tsd9x2i9,pie,1,32,30,1.0874628412503393
tsd9x2i9,vertical_bar,2,17,25,3.0223678130284544
tsd9x2i9,horizontal_bar,3,44,45,0.16992500144231237
tsd9x2i9,vertical_bar,4,43,45,1.0874628412503393
tsd9x2i9,vertical_bar,5,45,50,2.357552004618084
tsd9x2i9,horizontal_bar,6,51,55,2.0443941193584534
tsd9x2i9,horizontal_bar,7,5,5,0
tsd9x2i9,vertical_bar,8,91,95,2.0443941193584534
tsd9x2i9,horizontal_bar,9,14,15,0.16992500144231237
tsd9x2i9,pie,10,66,65,0.16992500144231237
tsd9x2i9,pie,11,40,40,0
tsd9x2i9,horizontal_bar,12,15,20,2.357552004618084
tsd9x2i9,vertical_bar,13,93,90,1.6438561897747248
tsd9x2i9,horizontal_bar,14,18,20,1.0874628412503393
tsd9x2i9,horizontal_bar,15,50,45,2.357552004618084
tsd9x2i9,pie,16,53,55,1.0874628412503393
tsd9x2i9,vertical_bar,17,37,33,2.0443941193584534
tsd9x2i9,horizontal_bar,18,5,5,0
tsd9x2i9,pie,19,45,50,2.357552004618084
tsd9x2i9,vertical_bar,20,39,35,2.0443941193584534
tsd9x2i9,pie,21,75,60,3.9188632372745946
tsd9x2i9,horizontal_bar,22,11,15,2.0443941193584534
tsd9x2i9,horizontal_bar,23,90,85,2.357552004618084
tsd9x2i9,horizontal_bar,24,80,75,2.357552004618084
tsd9x2i9,horizontal_bar,25,39,45,2.6147098441152083
tsd9x2i9,horizontal_bar,26,17,20,1.6438561897747248
tsd9x2i9,vertical_bar,27,21,20,0.16992500144231237
tsd9x2i9,pie,28,51,55,2.0443941193584534
tsd9x2i9,vertical_bar,29,65,75,3.3398500028846247
tsd9x2i9,pie,30,39,65,4.7073591320808825
tsd9x2i9,vertical_bar,31,51,50,0.16992500144231237
tsd9x2i9,horizontal_bar,32,32,35,1.6438561897747248
tsd9x2i9,pie,33,86,100,3.820178962415188
tsd9x2i9,vertical_bar,34,51,50,0.16992500144231237
tsd9x2i9,vertical_bar,35,21,25,2.0443941193584534
tsd9x2i9,horizontal_bar,36,27,30,1.6438561897747248
tsd9x2i9,vertical_bar,37,46,45,0.16992500144231237
tsd9x2i9,pie,38,36,33,1.6438561897747248
tsd9x2i9,horizontal_bar,39,29,33,2.0443941193584534
tsd9x2i9,horizontal_bar,40,97,95,1.0874628412503393
tsd9x2i9,pie,41,13,15,1.0874628412503393
tsd9x2i9,pie,42,59,66,2.8328900141647417
tsd9x2i9,horizontal_bar,43,68,70,1.0874628412503393
tsd9x2i9,vertical_bar,44,97,100,1.6438561897747248
tsd9x2i9,pie,45,33,40,2.8328900141647417
tsd9x2i9,pie,46,32,33,0.16992500144231237
tsd9x2i9,horizontal_bar,47,57,65,3.0223678130284544
tsd9x2i9,vertical_bar,48,39,45,2.6147098441152083
tsd9x2i9,pie,49,87,80,2.8328900141647417
tsd9x2i9,pie,50,61,70,3.189824558880017
tsd9x2i9,vertical_bar,51,70,75,2.357552004618084
tsd9x2i9,horizontal_bar,52,92,85,2.8328900141647417
tsd9x2i9,pie,53,44,50,2.6147098441152083
tsd9x2i9,vertical_bar,54,37,40,1.6438561897747248
tsd9x2i9,pie,55,52,60,3.0223678130284544
tsd9x2i9,vertical_bar,56,72,75,1.6438561897747248
tsd9x2i9,pie,57,47,65,4.1799090900149345
tsd9x2i9,pie,58,98,80,4.1799090900149345
tsd9x2i9,vertical_bar,59,17,20,1.6438561897747248
tsd9x2i9,vertical_bar,60,67,75,3.0223678130284544
